carat,color,clarity,depth,table,price,x,y,z
0.36,E,SI1,61.6,56,810,4.59,4.56,2.82
0.36,E,SI1,61.9,56,810,4.58,4.53,2.82
0.36,E,SI1,62.4,55,810,4.55,4.52,2.83
0.4,J,VS1,62.6,55,810,4.75,4.71,2.96
0.36,H,VS1,61.8,57,810,4.6,4.56,2.83
0.36,E,SI1,61.4,57,810,4.59,4.56,2.81
0.36,E,SI1,62.1,56,810,4.59,4.56,2.84
0.36,E,SI1,62.4,55,810,4.58,4.55,2.85
0.36,E,SI1,62.9,56,810,4.57,4.52,2.86
0.36,E,SI1,62,57,810,4.57,4.53,2.82
0.42,D,SI1,61.7,56,810,4.79,4.83,2.97
0.33,F,VVS2,62.2,56,810,4.43,4.45,2.76
0.42,D,SI1,62.4,57,810,4.77,4.84,3
0.44,F,SI1,61,57,810,4.89,4.91,2.99
0.33,F,VVS2,61.3,56,810,4.44,4.46,2.73
0.42,D,SI1,62,55,810,4.83,4.84,3
0.33,F,VVS2,61.9,56,810,4.42,4.46,2.75
0.33,G,VVS1,62.3,55,810,4.42,4.44,2.76
0.44,E,SI1,61.1,56,810,4.9,4.92,3
0.42,D,SI1,61.8,57,810,4.77,4.81,2.96
0.42,D,SI1,61.5,56,810,4.81,4.85,2.97
0.42,D,SI1,61.9,56,810,4.82,4.84,2.99
0.44,E,SI1,62.6,56,810,4.84,4.9,3.05
0.37,H,VVS1,62.3,56,810,4.56,4.59,2.85
0.42,D,SI1,61.9,57,810,4.77,4.82,2.97
0.42,D,SI1,62.3,57,810,4.77,4.8,2.98
0.33,F,VVS2,61.4,56,810,4.44,4.49,2.74
0.41,G,VS2,61.7,54,811,4.78,4.81,2.96
0.37,E,VS2,62.7,56,811,4.55,4.6,2.87
0.37,E,VS2,61.9,53,811,4.62,4.65,2.87
0.37,E,VS2,62.5,56,811,4.58,4.61,2.87
0.34,I,SI1,61.9,57,459,4.49,4.52,2.79
0.34,I,SI1,60.2,57,459,4.5,4.54,2.72
0.34,I,SI1,62.3,55,459,4.42,4.47,2.77
0.34,I,SI1,62.4,56,459,4.45,4.49,2.79
0.34,I,SI1,61.9,57,459,4.44,4.48,2.76
0.25,F,VS2,62.2,54,460,4.03,4.07,2.52
0.25,G,VS1,62.3,53,460,4.02,4.07,2.52
0.31,J,VVS1,62.4,54,461,4.32,4.35,2.7
0.31,I,VS1,61.9,54,461,4.33,4.36,2.69
0.32,G,SI1,61.4,55,461,4.4,4.46,2.72
0.32,G,SI1,61.3,57,461,4.42,4.45,2.72
0.3,F,SI1,62.3,56,461,4.27,4.3,2.67
0.3,F,SI1,62.5,57,461,4.27,4.31,2.68
0.37,E,VS2,62,57,811,4.6,4.63,2.86
0.37,E,VS2,62.6,56,811,4.56,4.61,2.87
0.37,F,VS1,61.7,56,811,4.61,4.63,2.85
0.37,E,VS2,61.6,57,811,4.61,4.65,2.85
0.37,F,VS1,61.1,57,811,4.61,4.65,2.83
0.37,E,VS2,61.5,56,811,4.59,4.62,2.83
0.37,E,VS2,61.2,57,811,4.58,4.64,2.82
0.37,E,VS2,62.3,56,811,4.56,4.59,2.85
0.3,E,VVS2,61,56,812,4.33,4.39,2.66
0.38,D,SI2,61.1,56,812,4.71,4.65,2.86
0.38,E,SI2,61.2,57,812,4.71,4.67,2.87
0.34,G,VVS1,60.4,56,813,4.52,4.55,2.74
0.3,E,VVS1,61,56,813,4.34,4.38,2.66
0.32,E,VVS1,60.9,56,813,4.41,4.43,2.69
0.38,E,VS2,61.5,55,813,4.67,4.7,2.88
0.44,G,SI1,61.1,56,813,4.92,4.94,3.01
0.3,G,IF,61.8,55,813,4.33,4.35,2.68
0.31,F,VVS2,60.2,55,814,4.43,4.45,2.67
0.33,E,VVS2,60.9,56,814,4.45,4.48,2.72
0.33,E,VVS2,61.2,56,814,4.46,4.5,2.74
0.33,E,VVS2,61.2,56,814,4.44,4.48,2.73
0.3,D,VVS2,61.7,57,814,4.33,4.36,2.68
0.3,D,VVS2,62,53,814,4.33,4.35,2.69
0.3,D,VVS2,61.9,55,814,4.28,4.31,2.66
0.3,D,VVS2,61.6,58,814,4.29,4.32,2.65
0.3,D,VVS2,61.7,55,814,4.33,4.36,2.68
0.3,D,VVS2,61.6,57,814,4.31,4.32,2.66
0.3,D,VVS2,62.4,54,814,4.3,4.32,2.69
0.3,D,VVS2,60.7,58,814,4.3,4.33,2.62
0.3,D,VVS2,62.1,57,814,4.27,4.3,2.66
0.3,D,VVS2,62.2,55,814,4.32,4.33,2.69
0.32,G,VVS1,61.2,55,814,4.41,4.44,2.71
0.32,G,VVS1,61.4,57,814,4.39,4.41,2.7
0.32,G,VVS1,61.9,55,814,4.43,4.46,2.75
0.32,G,VVS1,61.2,55,814,4.41,4.44,2.71
0.32,G,VVS1,61.7,56,814,4.4,4.42,2.72
0.32,G,VVS1,61.6,55,814,4.43,4.47,2.74
0.32,G,VVS1,61.4,57,814,4.42,4.44,2.72
0.32,G,VVS1,61.1,55,814,4.43,4.45,2.71
0.32,G,VVS1,61.1,55,814,4.45,4.48,2.73
0.32,G,VVS1,62.2,53,814,4.42,4.45,2.76
0.32,G,VVS1,61.2,56,814,4.42,4.44,2.71
0.32,G,VVS1,61.8,55,814,4.4,4.43,2.73
0.32,G,VVS1,61.8,54,814,4.41,4.43,2.73
0.32,G,VVS1,61.8,54,814,4.4,4.43,2.73
0.3,F,VVS1,61.8,57,814,4.3,4.34,2.67
0.3,F,VVS1,62.2,57,814,4.28,4.31,2.67
0.3,F,VVS1,61.6,58,814,4.27,4.3,2.64
0.3,F,VVS1,62.6,55,814,4.28,4.31,2.69
0.3,F,VVS1,61.6,55,814,4.33,4.37,2.68
0.3,F,VVS1,62.5,57,814,4.26,4.29,2.67
0.3,F,VVS1,61.9,54,814,4.35,4.37,2.7
0.3,F,VVS1,62.1,54,814,4.32,4.35,2.69
0.3,F,VVS1,61.5,58,814,4.3,4.32,2.65
0.3,F,VVS1,61.9,58,814,4.26,4.3,2.65
0.3,F,VVS1,62.5,55,814,4.26,4.29,2.67
0.3,F,VVS1,61.7,58,814,4.26,4.3,2.64
0.3,F,VVS1,61.1,56,814,4.33,4.38,2.66
0.3,F,VVS1,62,58,814,4.26,4.29,2.65
0.3,F,VVS1,62.2,56,814,4.28,4.3,2.67
0.3,F,VVS1,61.9,56,814,4.3,4.33,2.67
0.3,F,VVS1,61.9,57,814,4.3,4.32,2.67
0.3,F,VVS1,62.2,56,814,4.27,4.31,2.67
0.32,H,IF,61.2,56,814,4.4,4.42,2.7
0.32,H,IF,61.8,55,814,4.42,4.45,2.74
0.32,H,IF,61.1,56,814,4.45,4.48,2.73
0.32,H,IF,61.2,57,814,4.41,4.44,2.71
0.32,H,IF,61.6,55,814,4.41,4.42,2.72
0.32,H,IF,62.6,54,814,4.38,4.4,2.75
0.32,H,IF,62,55,814,4.39,4.42,2.73
0.32,H,IF,61.6,54,814,4.41,4.49,2.74
0.32,H,IF,61.4,55,814,4.42,4.47,2.73
0.32,H,IF,62.2,54,814,4.37,4.41,2.73
0.32,H,IF,62.1,54,814,4.41,4.45,2.75
0.26,F,VVS1,62.7,55,814,4.1,4.07,2.56
0.26,E,VVS1,61.7,56,814,4.11,4.09,2.53
0.32,E,VVS1,62.5,56,814,4.38,4.42,2.75
0.32,D,VS1,61.4,57,814,4.4,4.43,2.71
0.37,G,VVS2,61.6,55,815,4.62,4.66,2.86
0.29,E,VVS2,61.9,56,815,4.22,4.24,2.62
0.31,D,VVS2,62.4,54,815,4.35,4.37,2.72
0.31,D,VVS2,61.7,54,815,4.38,4.43,2.72
0.37,H,VVS1,61.4,55,815,4.64,4.67,2.86
0.37,H,VVS1,61.9,54,815,4.63,4.65,2.87
0.37,H,VVS1,62,53,815,4.63,4.66,2.88
0.31,F,VVS1,62.3,54,815,4.38,4.39,2.73
0.31,F,VVS1,62,55,815,4.33,4.35,2.69
0.29,F,VVS1,61.7,55,815,4.25,4.28,2.63
0.4,H,VS1,61.1,57,815,4.74,4.78,2.91
0.29,E,IF,61.9,57,815,4.25,4.29,2.64
0.32,E,VVS2,61.2,56,816,4.39,4.43,2.7
0.32,E,VVS2,61.5,56,816,4.43,4.45,2.73
0.32,E,VVS2,62.2,53,816,4.39,4.42,2.74
0.39,G,VS2,62,57,816,4.68,4.74,2.92
0.34,E,VS1,62.2,54.2,816,4.44,4.47,2.78
0.34,E,VS2,59.8,56,816,4.55,4.54,2.72
0.31,D,VS2,62.1,55,816,4.38,4.32,2.7
0.31,G,VVS1,62.5,57,816,4.31,4.36,2.71
0.31,G,VVS1,62.5,55,816,4.33,4.34,2.71
0.31,H,IF,60,57,816,4.39,4.41,2.64
0.31,E,VVS2,61,56,816,4.39,4.43,2.69
0.39,I,VS1,62.5,54,816,4.67,4.7,2.92
0.31,E,VVS2,61.7,56,816,4.33,4.36,2.68
0.31,E,VVS2,61.6,57,816,4.33,4.37,2.68
0.31,H,IF,61.8,56,816,4.36,4.38,2.7
0.31,G,VVS1,61.9,55,816,4.3,4.36,2.68
0.31,G,VVS1,61.2,56,816,4.34,4.38,2.67
0.31,E,VVS2,60.8,57,816,4.36,4.39,2.66
0.31,G,VVS1,59.5,56,816,4.41,4.43,2.63
0.31,G,VVS1,60.6,57,816,4.38,4.4,2.66
0.31,G,VVS1,61.6,56,816,4.35,4.39,2.69
0.31,G,VVS1,60.8,56,816,4.36,4.39,2.66
0.31,G,VVS1,61.7,57,816,4.34,4.38,2.69
0.31,G,VVS1,62.5,54,816,4.33,4.37,2.72
0.31,H,IF,62.1,54,816,4.33,4.37,2.7
0.31,E,VVS2,61.6,55,816,4.35,4.38,2.69
0.31,G,VVS1,60.7,57,816,4.37,4.4,2.66
0.36,F,VVS2,61.4,56,817,4.58,4.61,2.82
0.25,F,VVS1,61.3,58,817,4.04,4.08,2.49
0.38,G,VS1,62.3,55,817,4.63,4.68,2.9
0.36,E,VS1,61.8,56,817,4.55,4.58,2.82
0.3,D,VS1,61.9,54.1,817,4.28,4.33,2.67
0.43,G,SI1,61.7,55,818,4.89,4.87,3.01
0.41,E,SI2,63,57,818,4.73,4.7,2.97
0.36,F,VS1,61.6,56,819,4.62,4.64,2.85
0.3,H,VVS1,62.6,56,819,4.28,4.25,2.67
0.3,G,VVS2,62.2,54,819,4.33,4.29,2.68
0.3,G,VVS2,62.9,55,819,4.31,4.28,2.7
0.4,G,VS1,62.3,57,819,4.68,4.73,2.93
0.35,G,VVS2,61.8,55,820,4.53,4.56,2.81
0.39,I,VVS1,62.5,53.1,820,4.68,4.7,2.93
0.33,G,VVS1,61.4,55,820,4.46,4.48,2.74
0.33,G,VVS1,62.4,56,820,4.41,4.45,2.76
0.4,J,SI1,61.2,56,820,4.77,4.81,2.93
0.33,H,IF,61.6,55,820,4.44,4.47,2.74
0.32,H,VVS1,61.3,57,821,4.41,4.43,2.71
0.31,F,VS1,61.2,56,821,4.4,4.42,2.7
0.31,F,VS1,61.4,55,821,4.39,4.4,2.7
0.31,F,IF,62.3,57,821,4.25,4.29,2.66
0.39,F,VS2,60,57,821,4.7,4.76,2.84
0.36,G,VVS2,62.3,56,821,4.53,4.56,2.83
0.36,H,VVS1,62.3,56,821,4.54,4.57,2.84
0.38,F,VS2,61.3,57,822,4.65,4.68,2.86
0.33,D,VS2,61.1,56,822,4.5,4.54,2.76
0.37,D,SI1,61.1,57,823,4.63,4.64,2.83
0.42,G,VS1,61,56,823,4.82,4.86,2.95
0.42,H,VVS2,62,57,823,4.79,4.82,2.98
0.33,F,VVS2,61.1,55,824,4.46,4.48,2.73
0.33,F,VVS2,60.7,57,824,4.48,4.51,2.73
0.33,F,VVS2,61.4,57,824,4.43,4.46,2.73
0.36,I,VVS1,61.7,56,824,4.59,4.62,2.84
0.41,I,VS1,61.9,55,824,4.79,4.81,2.97
0.41,F,SI1,61.4,56,824,4.77,4.8,2.94
0.41,E,SI1,61.2,55,824,4.8,4.84,2.95
0.31,G,VS1,61,56,824,4.4,4.35,2.67
0.4,G,VS2,60.9,58,825,4.76,4.79,2.91
0.45,I,VS1,61.6,54,825,4.95,4.99,3.06
0.45,I,VS1,61.9,54,825,4.95,4.97,3.07
0.45,I,VS1,62.1,55,825,4.9,4.92,3.05
0.32,E,VS1,61.5,55,825,4.43,4.45,2.73
0.32,E,VS1,61.8,56,825,4.4,4.43,2.73
0.32,E,VS1,61,54,825,4.44,4.46,2.72
0.32,E,VS1,61.1,55,825,4.44,4.46,2.72
0.32,E,VS1,62.3,54,825,4.37,4.4,2.73
0.28,F,IF,62,53,825,4.23,4.29,2.64
0.34,E,VVS2,62.3,55,826,4.49,4.53,2.81
0.3,E,VVS1,59.5,60,826,4.36,4.38,2.6
0.3,E,VVS1,60,60,826,4.37,4.39,2.63
0.3,E,VVS1,62.4,55,826,4.32,4.34,2.7
0.3,E,VVS1,62.6,54,826,4.28,4.31,2.69
0.3,E,VVS1,62.3,55,826,4.29,4.32,2.68
0.4,I,VS1,60.9,56,826,4.76,4.8,2.91
0.3,G,IF,62.6,54,826,4.3,4.33,2.7
0.26,H,VS1,62.2,55,462,4.06,4.11,2.54
0.28,H,VS1,62.2,54,462,4.19,4.23,2.62
0.31,G,SI1,62.2,55,462,4.36,4.38,2.72
0.31,D,SI2,62.1,57,462,4.32,4.34,2.69
0.31,G,SI1,62.2,55,462,4.35,4.36,2.71
0.33,H,VVS2,61.3,56,827,4.43,4.47,2.73
0.28,D,VVS2,61.1,55,827,4.23,4.28,2.6
0.35,D,SI1,62.3,55,827,4.56,4.52,2.83
0.35,D,SI1,60.7,57,827,4.57,4.53,2.76
0.35,D,SI1,61.6,57,827,4.55,4.54,2.8
0.35,D,SI1,60.8,55,827,4.59,4.56,2.78
0.35,D,SI1,61.6,55,827,4.56,4.53,2.8
0.35,D,SI1,62.3,55,827,4.54,4.51,2.82
0.35,D,SI1,62.3,57,827,4.52,4.5,2.81
0.35,D,SI1,61.6,56,827,4.53,4.49,2.78
0.35,D,SI1,62.7,56,827,4.51,4.49,2.82
0.35,D,SI1,63,57,827,4.52,4.46,2.83
0.35,D,SI1,61.3,57,827,4.57,4.54,2.79
0.38,F,SI2,60.6,56,827,4.73,4.7,2.86
0.41,I,VVS2,61.6,57,827,4.76,4.78,2.94
0.32,F,VVS1,61.1,56,827,4.42,4.45,2.71
0.41,G,VS2,61.4,54,827,4.77,4.84,2.95
0.41,G,VS2,62.1,57,827,4.72,4.78,2.95
0.41,H,VS1,62.7,56,827,4.73,4.77,2.98
0.41,G,VS2,62.7,56,827,4.71,4.76,2.97
0.41,G,VS2,62.4,55,827,4.73,4.76,2.96
0.41,G,VS2,62.7,55,827,4.75,4.79,2.99
0.41,G,VS2,59.8,57,827,4.81,4.85,2.89
0.41,G,VS2,62.7,56,827,4.74,4.77,2.98
0.41,G,VS2,60.9,57,827,4.79,4.84,2.93
0.41,G,VS2,62.4,54,827,4.78,4.81,2.99
0.41,H,VS1,61.9,56,827,4.75,4.78,2.95
0.41,G,VS2,61.4,55,827,4.75,4.8,2.93
0.41,I,VVS2,61.7,56,827,4.77,4.8,2.95
0.41,G,VS2,62.5,56,827,4.72,4.75,2.96
0.41,I,VVS2,62.3,56,827,4.73,4.77,2.96
0.41,G,VS2,62.7,56,827,4.72,4.76,2.97
0.41,G,VS2,62.5,54,827,4.75,4.78,2.98
0.41,G,VS2,62.2,57,827,4.71,4.74,2.94
0.34,E,VS1,62.4,54,827,4.45,4.49,2.79
0.32,E,VVS1,62.2,55,827,4.37,4.41,2.73
0.32,E,VVS1,61.6,56,827,4.37,4.43,2.71
0.41,H,VS1,61.8,56,827,4.77,4.81,2.96
0.36,F,VVS2,61.5,55,828,4.59,4.62,2.83
0.31,D,VVS2,61.8,54,828,4.36,4.38,2.7
0.31,D,VVS2,61.5,56,828,4.39,4.43,2.71
0.32,F,VVS1,61,56,828,4.42,4.47,2.71
0.33,F,VVS1,60.6,59,828,4.45,4.5,2.71
0.31,F,VVS1,62.1,54,828,4.35,4.38,2.71
0.31,F,VVS1,62.4,55,828,4.33,4.36,2.71
0.31,F,VVS1,62,55,828,4.34,4.37,2.7
0.44,J,VS2,62.3,54,828,4.89,4.86,3.04
0.39,F,VS2,62.1,53,828,4.73,4.77,2.95
0.32,D,VS2,61,56,828,4.41,4.44,2.7
0.4,I,VS1,62,54,828,4.72,4.75,2.94
0.36,E,VS1,62,55,828,4.58,4.6,2.85
0.28,F,IF,62.4,55,828,4.2,4.17,2.61
0.28,E,VVS1,62,56,828,4.23,4.19,2.61
0.28,E,VVS2,62.4,56,828,4.2,4.16,2.61
0.28,E,VVS2,62.1,56,828,4.21,4.19,2.61
0.28,E,VVS2,60.3,57,828,4.25,4.21,2.55
0.32,G,VS1,60.8,57,828,4.42,4.39,2.68
0.32,H,VVS2,62.9,57,828,4.39,4.36,2.75
0.32,H,VVS2,61.9,55,828,4.39,4.37,2.71
0.32,H,VVS2,61.7,56,828,4.42,4.37,2.71
0.32,H,VVS2,61.8,55,828,4.42,4.38,2.72
0.32,H,VVS2,61.8,55,828,4.42,4.38,2.72
0.32,H,VVS2,62,55,828,4.42,4.39,2.73
0.32,H,VVS2,61.2,56,828,4.43,4.4,2.7
0.32,G,VS1,61.3,55,828,4.46,4.42,2.72
0.32,G,VS1,60.5,56,828,4.44,4.42,2.68
0.32,G,VS1,61.2,56,828,4.44,4.42,2.71
0.32,G,VS1,61.8,55,828,4.45,4.42,2.74
0.32,G,VS1,61.2,56,828,4.45,4.41,2.71
0.32,G,VS1,62.1,55,828,4.42,4.4,2.74
0.32,G,VS1,61.2,57,828,4.43,4.4,2.7
0.32,G,VS1,61.7,55,828,4.43,4.39,2.72
0.32,G,VS1,61.9,55,828,4.43,4.39,2.73
0.32,G,VS1,61.6,57,828,4.42,4.38,2.71
0.32,G,VS1,62.8,54,828,4.41,4.38,2.76
0.32,G,VS1,61.6,56,828,4.42,4.38,2.71
0.32,G,VS1,62.1,55,828,4.41,4.38,2.73
0.32,G,VS1,62.9,57,828,4.4,4.37,2.76
0.32,G,VS1,61.7,55,828,4.41,4.37,2.71
0.32,G,VS1,62,56,828,4.41,4.37,2.72
0.32,G,VS1,63,55,828,4.38,4.35,2.75
0.32,G,VS1,62,56,828,4.39,4.35,2.71
0.32,G,VS1,62.3,54,828,4.39,4.37,2.73
0.32,G,VS1,62.3,56,828,4.39,4.37,2.73
0.32,G,VS1,61.3,57,828,4.4,4.37,2.69
0.32,G,VS1,62.3,55,828,4.4,4.37,2.73
0.32,F,VS2,61.1,57,828,4.47,4.44,2.72
0.32,F,VS2,61.9,56,828,4.44,4.41,2.74
0.32,F,VS2,61.2,56,828,4.44,4.41,2.71
0.32,F,VS2,60.3,55,828,4.45,4.4,2.67
0.32,F,VS2,61.3,56,828,4.43,4.41,2.71
0.32,F,VS2,62.4,55,828,4.43,4.41,2.76
0.32,F,VS2,61.1,57,828,4.44,4.4,2.7
0.32,F,VS2,61.5,56,828,4.42,4.4,2.71
0.32,F,VS2,61.5,55,828,4.42,4.4,2.71
0.32,F,VS2,61.6,57,828,4.43,4.4,2.72
0.32,F,VS2,61.6,55,828,4.43,4.4,2.72
0.32,F,VS2,61.7,55,828,4.41,4.4,2.72
0.32,F,VS2,62.6,55,828,4.41,4.38,2.75
0.32,F,VS2,62.4,54,828,4.4,4.38,2.74
0.32,F,VS2,62.3,56,828,4.4,4.37,2.73
0.32,F,VS2,62.5,56,828,4.38,4.36,2.73
0.32,F,VS2,61.9,56,828,4.39,4.37,2.71
0.32,F,VS2,61.3,57,828,4.4,4.37,2.69
0.32,F,VS2,62.2,55,828,4.37,4.35,2.71
0.32,F,VS2,62.4,56,828,4.37,4.35,2.72
0.32,F,VS2,62.1,57,828,4.38,4.35,2.71
0.32,F,VS2,62.8,57,828,4.36,4.33,2.73
0.32,F,VS2,62.4,57,828,4.38,4.34,2.72
0.32,F,VS2,62.8,53,828,4.38,4.34,2.74
0.3,F,VS2,60.5,56,828,4.37,4.33,2.63
0.32,G,VS1,61.2,56,828,4.43,4.39,2.7
0.32,F,VS2,62.5,56,828,4.4,4.37,2.74
0.4,J,IF,62.4,56,828,4.71,4.74,2.95
0.33,F,VVS1,62.1,56,828,4.43,4.46,2.76
0.4,J,IF,62.6,56,828,4.71,4.75,2.96
0.32,F,VVS2,60.4,57,829,4.46,4.47,2.7
0.33,F,VVS1,62,59,829,4.42,4.45,2.75
0.41,H,VS1,61.6,57,829,4.77,4.81,2.95
0.42,G,SI2,60.7,57,829,4.87,4.84,2.95
0.34,E,VS2,62,56,829,4.48,4.46,2.77
0.34,E,VS2,62.2,57,829,4.46,4.42,2.76
0.35,E,VS1,62.3,56,829,4.5,4.52,2.81
0.35,D,VS2,62.5,55,829,4.5,4.55,2.83
0.35,D,VS2,61.8,56,829,4.51,4.55,2.8
0.35,D,VS2,62.3,55,829,4.52,4.54,2.82
0.35,D,VS2,60.6,56,829,4.54,4.57,2.76
0.35,D,VS2,61.9,55,829,4.5,4.54,2.8
0.35,D,VS2,60.7,56,829,4.56,4.6,2.78
0.35,D,VS2,61.8,55,829,4.53,4.56,2.81
0.35,D,VS2,61.6,56,829,4.53,4.56,2.8
0.35,D,VS2,62.4,57,829,4.51,4.56,2.83
0.35,E,VS1,61.6,57,829,4.5,4.53,2.78
0.35,D,VS2,61.3,56,829,4.54,4.56,2.79
0.35,D,VS2,60.9,57,829,4.51,4.55,2.76
0.35,E,VS1,61.2,56,829,4.53,4.55,2.78
0.35,E,VS1,61.9,56,829,4.51,4.53,2.8
0.35,D,VS2,62,55,829,4.47,4.53,2.79
0.35,D,VS2,62.4,55,829,4.48,4.52,2.81
0.35,D,VS2,61.5,56,829,4.53,4.55,2.79
0.35,F,VVS2,62.5,56,830,4.51,4.55,2.83
0.42,H,VS1,61.8,55,830,4.82,4.85,2.99
0.3,G,IF,62.3,52.8,830,4.29,4.33,2.69
0.3,G,IF,62,54.4,830,4.3,4.32,2.67
0.41,J,VS1,60.2,57,830,4.85,4.81,2.91
0.41,J,VS1,62.1,56,830,4.79,4.75,2.96
0.41,J,VS1,62.7,57,830,4.75,4.72,2.97
0.43,D,SI1,61.5,56,830,4.82,4.87,2.98
0.45,G,SI1,61.6,54,831,4.96,4.98,3.06
0.38,H,VVS2,62.2,54.6,832,4.62,4.66,2.89
0.38,H,VVS2,62.5,53.4,832,4.63,4.66,2.9
0.38,H,VVS2,62.1,53.9,832,4.64,4.69,2.9
0.38,H,VVS2,62.3,53.3,832,4.65,4.69,2.91
0.38,G,VS1,61.3,55.8,832,4.65,4.71,2.87
0.33,F,VVS2,62.4,56,832,4.41,4.43,2.76
0.42,I,SI1,61.8,55,833,4.81,4.83,2.98
0.37,G,VS2,61.3,57,833,4.64,4.6,2.83
0.37,G,VS2,61.5,56,833,4.64,4.59,2.84
0.37,G,VS2,62.2,57,833,4.64,4.59,2.87
0.37,G,VS2,60.8,57,833,4.66,4.61,2.82
0.31,D,SI2,61.3,56,462,4.36,4.41,2.69
0.31,D,SI2,62.3,56,462,4.35,4.38,2.72
0.31,D,SI2,62,56,462,4.33,4.35,2.69
0.31,D,SI2,62.6,57,462,4.27,4.35,2.7
0.33,G,SI2,61.4,54,463,4.44,4.48,2.74
0.33,G,SI2,61.2,56,463,4.48,4.51,2.75
0.33,G,SI2,61.7,55,463,4.46,4.48,2.76
0.33,I,SI1,61,57,463,4.45,4.47,2.72
0.33,I,SI1,61.3,56,463,4.44,4.47,2.73
0.37,E,SI1,61.9,56,833,4.6,4.57,2.84
0.37,E,SI1,62.7,54,833,4.6,4.55,2.87
0.38,G,VS1,61.8,56,833,4.64,4.65,2.87
0.38,H,VVS2,61.4,57,833,4.63,4.65,2.85
0.38,G,VS1,60.8,56,833,4.66,4.71,2.85
0.32,D,VVS2,61.7,57,834,4.39,4.42,2.72
0.38,H,SI1,61.2,56,834,4.68,4.63,2.85
0.39,I,VS2,62.9,57,834,4.68,4.64,2.93
0.3,D,VS1,62.2,56,835,4.31,4.27,2.67
0.3,D,VS1,61,57,835,4.32,4.31,2.63
0.36,E,VS1,61.4,54,835,4.59,4.63,2.83
0.36,E,VS1,61.8,54,835,4.56,4.6,2.83
0.36,E,VS1,61.8,55,835,4.58,4.61,2.84
0.34,E,VVS2,62.3,57,835,4.44,4.48,2.78
0.38,I,VVS2,62,55,836,4.65,4.67,2.89
0.41,G,SI2,61,57,836,4.82,4.79,2.93
0.32,F,VVS2,60.8,58,837,4.39,4.43,2.68
0.32,E,VVS2,60.9,55,837,4.41,4.43,2.69
0.32,E,VVS2,60.8,56,837,4.43,4.45,2.7
0.3,E,VVS2,61.1,55,837,4.34,4.37,2.66
0.3,E,VVS2,61.4,55,837,4.32,4.34,2.66
0.3,E,VVS2,61.1,57,837,4.34,4.36,2.65
0.3,E,VVS2,61.3,54,837,4.34,4.37,2.67
0.31,I,IF,62.2,54,837,4.39,4.36,2.72
0.31,I,IF,61.3,57,837,4.4,4.34,2.68
0.31,E,VVS2,61.6,56,837,4.35,4.39,2.69
0.34,E,VVS2,61.8,56,838,4.48,4.52,2.78
0.34,E,VVS2,60.8,58,838,4.51,4.53,2.75
0.34,E,VVS2,60.9,56,838,4.52,4.54,2.76
0.33,G,VVS1,61.6,55,838,4.46,4.47,2.75
0.33,G,VVS1,61.8,55,838,4.47,4.5,2.77
0.33,G,VVS1,61.7,54,838,4.46,4.49,2.76
0.33,G,VVS1,60.9,57,838,4.49,4.51,2.74
0.33,G,VVS1,61.7,55,838,4.44,4.48,2.75
0.33,G,VVS1,61.7,55,838,4.48,4.5,2.77
0.33,G,VVS1,61.1,56,838,4.47,4.5,2.74
0.33,G,VVS1,62,55,838,4.45,4.49,2.77
0.3,E,VVS1,61.5,58,838,4.28,4.31,2.64
0.3,E,VVS1,61.6,56,838,4.3,4.34,2.66
0.3,E,VVS1,61.2,58,838,4.28,4.31,2.63
0.3,E,VVS1,61.6,55,838,4.34,4.36,2.68
0.3,E,VVS1,62.1,56,838,4.3,4.33,2.68
0.3,E,VVS1,62.8,54,838,4.27,4.3,2.69
0.3,E,VVS1,62.6,54,838,4.3,4.33,2.7
0.3,E,VVS1,61.2,57,838,4.32,4.34,2.65
0.3,E,VVS1,61.6,56,838,4.31,4.32,2.66
0.34,D,VS1,61.1,55,838,4.52,4.55,2.77
0.42,F,SI1,61.6,55,838,4.85,4.83,2.98
0.42,F,SI1,61.9,54,838,4.87,4.83,3
0.44,D,SI1,61.6,56,838,4.9,4.93,3.03
0.33,H,IF,61.6,55,838,4.48,4.51,2.77
0.33,H,IF,61.1,56,838,4.47,4.5,2.74
0.33,H,IF,61.4,54,838,4.47,4.49,2.75
0.33,H,IF,62.1,54,838,4.44,4.48,2.77
0.33,H,IF,61.8,54,838,4.47,4.49,2.77
0.33,H,IF,62,55,838,4.46,4.48,2.77
0.38,E,SI1,61.4,57,838,4.67,4.64,2.86
0.37,F,VVS2,60.7,57,839,4.67,4.69,2.84
0.37,F,VVS2,60,59,839,4.64,4.66,2.79
0.35,H,VVS1,60.5,57,839,4.58,4.59,2.77
0.39,E,VS2,60.5,56,839,4.75,4.77,2.88
0.39,E,VS2,60.9,55,839,4.73,4.76,2.89
0.35,F,VS1,60.9,56,839,4.52,4.56,2.77
0.31,G,IF,61.6,56,839,4.37,4.4,2.7
0.33,D,VS1,61,56,839,4.45,4.47,2.72
0.33,E,VVS2,62.1,54,840,4.45,4.47,2.77
0.31,D,VVS2,62.2,54,840,4.34,4.38,2.71
0.31,D,VVS2,61.6,54,840,4.37,4.4,2.7
0.31,F,VVS1,61.6,55,840,4.36,4.4,2.7
0.31,F,VVS1,61.4,56,840,4.37,4.4,2.69
0.31,F,VVS1,61.1,55,840,4.38,4.39,2.68
0.31,F,VVS1,62.4,54,840,4.33,4.35,2.71
