carat,color,clarity,depth,table,price,x,y,z
2.01,I,SI2,62.9,58,14444,8.05,8,5.05
1.62,G,VS1,60.7,58,14447,7.62,7.54,4.6
1.58,G,VS1,62.4,60,14451,7.46,7.38,4.63
2.17,H,SI1,59.9,61,14452,8.39,8.38,5.02
1.58,E,VS2,60.1,60,14453,7.53,7.54,4.53
2.08,H,SI2,58.8,60,14462,8.39,8.35,4.92
1.51,F,VS2,61.9,59,14465,7.39,7.31,4.55
2.07,H,SI1,61.2,60,14476,8.2,8.12,4.99
1.51,E,VS2,59.8,58,14482,7.55,7.52,4.47
1.53,F,VS2,58.5,60,14483,7.62,7.56,4.44
1.5,F,VS2,60.3,58,14486,7.47,7.39,4.48
2.06,I,SI1,60.9,61,14488,8.32,8.16,4.99
2.14,H,SI1,62.3,58,14490,8.28,8.22,5.14
2.01,F,SI1,59.5,58,14502,8.21,8.18,4.88
2.01,H,SI1,60.2,58,14502,8.06,8.03,4.84
2.01,E,SI2,62.6,58,14502,8.01,7.93,4.99
1.51,G,VS1,60.1,58,14507,7.48,7.45,4.49
1.51,G,VS1,62.6,60,14507,7.28,7.19,4.53
1.51,G,VS1,62.2,58,14542,7.29,7.35,4.55
1.97,F,SI2,61.1,58,14542,8.11,8.05,4.94
2.51,H,SI2,59.3,61,14543,8.81,8.77,5.21
2.51,H,SI2,60.6,61,14543,8.88,8.68,5.29
1.52,F,VS2,62.3,56,14544,7.34,7.29,4.56
2.01,H,SI2,62.3,60,14558,7.97,7.95,4.96
2.01,I,SI1,60.1,59,14558,8.24,8.19,4.94
2.02,E,SI2,60.4,57,14574,8.21,8.18,4.95
2.02,H,SI1,62.2,59,14574,8.09,8.05,5.02
1.52,E,VS2,61.8,59,14577,7.38,7.31,4.54
1.54,F,VS2,62.4,59,14578,7.43,7.38,4.62
2.09,H,SI2,61.4,60,14581,8.24,8.2,5.05
1.5,F,VS2,61.5,58,14586,7.32,7.34,4.51
2.03,J,VS1,59.3,60,14588,8.36,8.28,4.93
2.04,I,SI2,59.8,59,14605,8.3,8.23,4.94
1.7,F,SI1,62.4,57,14611,7.61,7.56,4.73
0.36,D,SI2,63,59,643,4.52,4.49,2.84
0.35,D,SI1,61,60,644,4.54,4.58,2.78
0.35,D,SI1,61.8,59,644,4.54,4.56,2.81
0.35,D,SI1,62.1,58,644,4.51,4.54,2.81
2.11,I,SI2,58.4,62,14615,8.43,8.39,4.91
2.06,E,SI2,58.8,58,14634,8.42,8.35,4.93
2.38,G,SI2,62.4,58,14648,8.59,8.47,5.32
2.53,H,SI2,62.6,60,14659,8.66,8.55,5.39
2.04,J,VS1,62.6,58,14660,8.11,8.06,5.06
2.04,I,SI2,60.3,60,14660,8.26,8.19,4.96
2.22,I,VS2,60.5,59,14662,8.41,8.37,5.08
1.26,D,VVS2,60.5,58,14663,6.99,7.03,4.24
2.32,J,SI2,62.5,58,14666,8.47,8.43,5.28
2.32,J,SI2,59,59,14666,8.69,8.64,5.11
1.51,G,VS1,62.2,58,14674,7.35,7.29,4.55
1.5,D,VS2,62.5,61,14675,7.32,7.25,4.55
1.51,F,VS2,61.6,58,14683,7.32,7.35,4.52
1.53,G,VS1,62.6,60,14699,7.39,7.3,4.6
1.51,E,VS2,62.2,59,14709,7.36,7.4,4.59
1.51,E,VS2,60.7,60,14709,7.37,7.46,4.5
2.33,J,SI1,59.9,59,14711,8.7,8.65,5.2
2.54,H,SI2,61.3,58,14717,8.8,8.7,5.36
1.5,F,VS2,61.5,58,14719,7.34,7.32,4.51
2.43,I,SI2,62.2,60,14727,8.59,8.53,5.33
1.71,H,VVS2,61.4,59,14731,7.67,7.77,4.74
1.5,E,VS2,61.9,57,14745,7.38,7.31,4.55
1.82,H,VS2,61.6,60,14749,7.78,7.74,4.78
2.01,I,SI1,60.1,59,14752,8.21,8.15,4.92
2,I,VS2,58.5,61,14763,8.28,8.19,4.82
1.51,D,VS2,60.2,59,14773,7.43,7.33,4.44
2.04,I,SI1,58.8,60,14775,8.42,8.32,4.92
1.5,E,VS2,61.8,59,14790,7.31,7.38,4.54
2.02,F,SI2,61.5,60,14790,8.15,8.05,4.98
2.06,I,SI2,61.8,58,14803,8.22,8.11,5.05
1.51,F,VS2,61.6,58,14817,7.35,7.32,4.52
1.62,F,VS2,61.1,60,14826,7.56,7.57,4.62
1.61,F,VS2,61.6,61,14833,7.54,7.47,4.62
2.37,I,VS2,61.6,56,14837,8.7,8.6,5.33
1.21,D,VVS2,61.1,59,14841,6.9,6.89,4.21
1.51,E,VS2,60.7,60,14844,7.46,7.37,4.5
1.51,E,VS2,62.6,60,14844,7.28,7.22,4.54
1.51,E,VS2,62.2,59,14844,7.4,7.36,4.59
1.58,G,VVS2,62.4,56,14855,7.5,7.4,4.65
2.06,H,SI1,62.4,59,14863,8.11,8.07,5.05
1.71,H,VVS2,61.4,59,14866,7.77,7.67,4.74
2.23,J,VS2,61,58,14867,8.39,8.36,5.11
1.71,E,SI1,59.1,58,14882,7.76,7.8,4.6
2.04,H,SI1,58,59,14888,8.4,8.27,4.83
1.72,F,SI1,62,58,14892,7.68,7.65,4.75
2.04,G,SI2,62.1,59,14900,8.14,8.06,5.03
1.79,H,VS1,62.6,56,14904,7.81,7.76,4.87
2,G,SI1,59.3,60,14918,8.19,8.13,4.84
2,G,SI1,59,62,14918,6.16,6.15,4.82
1.5,F,VS1,62.6,58,14918,7.31,7.26,4.56
1.5,E,VS2,61.8,59,14925,7.38,7.31,4.54
2.08,J,VS2,60.3,59,14933,8.29,8.23,4.98
2.27,I,SI2,62.5,59,14937,8.45,8.39,5.26
2.01,G,SI2,59.4,62,14939,8.27,8.22,4.9
2.04,H,SI2,60.8,58,14945,8.23,8.14,4.98
2.08,I,SI2,62.3,58,14947,8.18,8.13,5.08
2.01,E,SI2,61.2,58,14948,8.07,8.05,4.93
1.82,H,SI1,62,59,14949,7.81,7.77,4.83
1.26,E,VVS1,59.8,59,14952,6.99,7.08,4.21
1.62,F,VS2,61.1,60,14961,7.57,7.56,4.62
2.47,I,SI2,62.5,56,14970,8.65,8.6,5.39
2.05,J,VS1,62.5,60,14973,8.09,8.14,5.07
2.06,I,SI2,61,59,14982,8.24,8.21,5.02
2.06,I,SI2,60.1,58,14982,8.32,8.26,4.98
1.54,E,VS2,62.3,58,15002,7.31,7.39,4.58
2.1,I,SI1,61.5,57,15007,8.25,8.21,5.06
2.02,G,SI2,63,59,15014,8.05,7.95,5.03
1.51,E,VS2,60.1,58,15025,7.57,7.51,4.53
2.8,I,SI2,61.1,59,15030,9.03,8.98,5.5
2.19,I,SI2,60.8,60,15032,8.34,8.38,5.08
2.09,J,VS1,61.2,59,15035,8.22,8.31,5.06
1.5,D,VS2,60.2,59,15052,7.48,7.36,4.47
2.07,I,SI2,60.5,60,15055,8.32,8.27,5.02
2.2,J,VS1,61.7,59,15064,8.3,8.34,5.13
2.08,I,SI1,60.3,59,15065,8.26,8.22,4.97
2.05,J,VS1,60.1,58,15067,8.25,8.19,4.94
2.03,I,SI1,59.9,58,15095,8.23,8.21,4.92
2,H,SI1,62,56,15096,8.05,7.94,4.96
2.12,I,SI2,60.6,59,15097,8.27,8.3,5.02
1.7,D,SI1,61.9,59,15100,7.61,7.64,4.72
1.5,D,VS2,61.8,60,15102,7.3,7.37,4.53
2.01,G,SI1,61.8,59,15105,8.15,8.09,5.02
2.05,J,VS1,62.5,60,15109,8.14,8.09,5.07
2.13,J,VS2,59.6,59,15110,8.43,8.37,5.01
1.59,E,VS2,62.3,59,15111,7.38,7.43,4.61
2.01,F,SI1,63,59,15134,7.99,7.89,5
2.01,G,SI2,62.3,60,15147,8.04,7.97,4.99
2.53,H,SI2,61.1,57,15148,8.82,8.76,5.37
1.73,G,VS1,62.8,57,15151,7.72,7.57,4.8
1.5,F,VS1,62.3,58,15153,7.28,7.33,4.55
1.82,G,SI1,62.7,58,15162,7.75,7.68,4.84
1.51,G,VVS2,60.9,58,15164,7.38,7.42,4.51
2.19,I,SI2,60.8,60,15169,8.38,8.34,5.08
2.19,I,SI2,62.5,58,15169,8.31,8.26,5.18
2.1,G,SI2,62.6,56,15175,8.2,8.16,5.12
1.54,E,VS2,62.7,58,15178,7.33,7.37,4.61
2.22,I,SI2,62.9,59,15184,8.24,8.2,5.17
1.54,E,VS2,60.8,58,15185,7.39,7.44,4.51
2.01,J,VS1,60.1,59,15185,8.25,8.18,4.94
1.62,G,VS1,59.4,58,15188,7.74,7.68,4.58
2.11,D,SI2,58.7,60,15198,8.45,8.41,4.95
2.2,J,VS1,61.7,59,15201,8.34,8.3,5.13
2,J,VVS2,63,59,15214,8,7.97,5.03
1.53,F,VS1,60.3,58,15217,7.51,7.48,4.52
2.04,G,SI1,60.7,62,15217,8.3,8.15,4.96
4.01,I,I1,61,61,15223,10.14,10.1,6.17
4.01,J,I1,62.5,62,15223,10.02,9.94,6.24
1.02,D,IF,61.5,60,15231,6.45,6.52,3.99
2.12,I,SI2,60.6,59,15235,8.3,8.27,5.02
2.2,I,SI2,63,59,15238,8.22,8.19,5.17
1.7,D,SI1,61.9,59,15238,7.64,7.61,4.72
0.35,D,SI1,60.9,58,644,4.52,4.55,2.76
0.34,F,VS2,58.1,61,645,4.6,4.55,2.66
0.32,G,VS1,59.2,59,645,4.45,4.47,2.64
0.32,G,VS1,61.7,58,645,4.38,4.41,2.71
1.5,D,VS2,61.8,60,15240,7.37,7.3,4.53
2.41,H,SI2,58.7,61,15248,8.85,8.76,5.17
1.59,E,VS2,62.3,59,15249,7.43,7.38,4.61
1.51,F,VS2,59.1,60,15253,7.52,7.45,4.42
1.77,E,VS2,61.6,58,15278,7.78,7.71,4.77
2.05,G,SI1,61.6,59,15291,8.2,8.16,5.04
2.05,G,SI1,61.6,59,15291,8.2,8.16,5.04
1.5,F,VS1,62.3,58,15291,7.33,7.28,4.55
1.51,G,VVS2,60.9,58,15303,7.42,7.38,4.51
2,H,SI2,60.7,60,15312,8.07,8.11,4.91
1.54,E,VS2,62.7,58,15316,7.37,7.33,4.61
2.41,J,VS1,61.1,60,15320,8.66,8.6,5.27
2.08,I,SI2,61.2,58,15321,8.24,8.16,5.02
2.03,G,SI1,61.9,59,15322,8.14,8.09,5.02
2.31,J,SI1,61.1,60,15323,8.58,8.51,5.22
1.54,E,VS2,60.8,58,15323,7.44,7.39,4.51
1.5,F,VS1,59.6,60,15338,7.41,7.49,4.44
2.09,I,SI1,60.8,59,15339,8.28,8.24,5.02
1.53,G,VVS2,62.5,60,15365,7.31,7.34,4.58
2.29,G,SI2,62.4,60,15366,8.41,8.36,5.23
1.02,D,IF,61.5,60,15370,6.52,6.45,3.99
2.24,I,SI2,61.9,58,15375,8.29,8.36,5.15
2.01,I,VS2,62.1,59,15379,7.98,8.06,4.98
2.07,I,SI1,59.4,61,15392,8.35,8.31,4.95
2.06,I,VS1,58.4,55,15393,8.42,8.35,4.9
1.75,E,SI1,60.3,61,15394,7.82,7.74,4.69
2.01,H,VS2,62.6,58,15395,8.03,7.94,5
2.25,I,SI1,61.3,58,15397,8.52,8.42,0
2.04,E,SI2,62.7,60,15398,8.04,8,5.03
1.52,G,VVS2,62.9,59,15404,7.29,7.25,4.57
2.28,H,SI2,62.5,58,15413,8.39,8.33,5.23
2.75,H,SI2,60.5,61,15415,8.99,8.97,5.48
2.14,I,VS2,59.3,59,15418,8.39,8.43,5
1.51,G,VVS1,62.2,58,15420,7.33,7.3,4.55
1.61,F,VS2,62.3,59,15426,7.53,7.47,4.67
2.26,H,SI2,61.3,60,15428,8.5,8.43,5.19
2,H,SI2,59.7,61,15451,8.2,8.15,4.88
2,H,SI2,60.7,60,15451,8.11,8.07,4.91
1.78,H,VS1,60.2,59,15460,7.83,7.96,4.75
1.59,F,VS2,60.2,60,15461,7.59,7.62,4.58
2.18,J,VS2,60.1,58,15465,8.46,8.41,5.07
2.01,I,VS1,61.5,62,15475,8.07,7.94,4.92
1.5,F,VS1,59.6,60,15478,7.49,7.41,4.44
2,G,SI2,60.1,62,15485,8.07,8,4.83
2.06,I,SI1,60.8,60,15494,8.25,8.16,4.99
2.02,G,SI2,61,58,15498,8.15,8.22,4.99
2.14,I,SI1,59.5,59,15499,8.42,8.36,4.99
1.53,G,VVS2,62.5,60,15505,7.34,7.31,4.58
2.24,I,SI2,61.9,58,15515,8.36,8.29,5.15
2.06,I,SI1,61,58,15517,8.24,8.19,5.01
2.01,I,VS2,62.1,59,15520,8.06,7.98,4.98
1.52,F,VS1,61,58,15522,7.42,7.39,4.52
2.01,H,VS2,61.1,61,15528,8.14,8.09,4.96
2.01,I,SI1,62.4,61,15528,8.01,7.99,4.99
2.01,I,SI1,60.9,60,15528,8.1,8.06,4.92
1.51,D,VS2,61.7,58,15531,7.33,7.29,4.51
2.04,I,SI2,60.2,59,15543,8.28,8.22,4.97
2.14,I,VS2,59.3,59,15559,8.43,8.39,5
2.01,G,SI2,59.4,58,15562,8.19,8.15,4.85
1.7,G,VS2,62.6,61,15568,7.64,7.54,4.75
1.51,F,VS1,61.7,59,15581,7.33,7.29,4.51
1.78,H,VS1,60.2,59,15601,7.96,7.83,4.75
1.59,F,VS2,60.2,60,15602,7.62,7.59,4.58
2.02,H,SI2,61.4,59,15606,8.15,8.08,4.98
2.1,I,SI1,59.9,61,15615,8.34,8.26,4.97
2.04,G,SI2,60.3,59,15651,8.23,8.3,4.98
2.01,H,VS2,62.8,59,15651,8.03,7.97,5.02
2,I,VS2,59.5,62,15651,8.21,8.13,4.86
2.08,I,VVS1,62.2,58,15654,8.22,8.18,5.1
1.7,E,SI1,62.3,57,15662,7.68,7.6,4.76
1.71,G,VS2,59.3,60,15671,7.86,7.81,4.65
1.04,D,IF,60.6,56,15671,6.6,6.54,3.98
2.01,H,SI2,62.2,61,15673,8.08,8.04,5.01
2.03,I,SI1,61.4,58,15683,8.13,8.09,4.98
1.2,D,VVS1,62.1,59,15686,0,0,0
2.01,I,SI1,62.4,61,15707,8.01,7.99,4.99
1.5,F,VS1,62.2,60,15708,7.27,7.3,4.53
2.06,I,SI1,60.8,60,15716,8.25,8.16,4.99
2.15,G,SI2,58.9,58,15751,8.46,8.41,4.97
2.11,G,SI2,59.1,59,15757,8.33,8.4,4.94
2.04,H,SI2,62.7,56,15760,8.12,8.06,5.07
2.01,H,SI2,62.3,58,15773,8.06,8.11,5.04
2.27,H,SI2,60.7,59,15783,8.5,8.45,5.15
1.52,F,VS2,61.4,58,15792,7.42,7.37,4.54
1.7,G,VS2,59,58,15797,7.8,7.85,4.62
2.19,H,SI1,62.3,62,15801,8.27,8.25,5.15
1.72,G,VS2,61.1,58,15801,7.69,7.73,4.71
1.55,F,VS1,61.6,56,15801,7.45,7.38,4.57
1.7,E,SI1,60.1,58,15804,7.78,7.74,4.66
1.7,E,SI1,61.8,58,15804,7.62,7.52,4.68
1.76,E,SI1,60.5,58,15805,7.93,7.84,4.77
1.28,E,IF,59.8,59,15806,7.1,7.07,4.24
2.02,I,VS2,62.9,59,15808,8.03,7.93,5.02
2.34,I,SI1,61.7,60,15818,8.59,8.53,5.28
2.1,I,SI1,61.5,59,15818,8.28,8.24,5.08
2.01,J,VVS1,62.2,58,15836,8.1,7.89,5
2.05,I,SI1,61.2,57,15837,8.24,8.21,5.03
2.01,F,SI2,59.5,59,15841,8.24,8.15,4.88
0.32,F,VS2,60.6,59,645,4.4,4.44,2.68
0.32,F,VS2,61.3,60,645,4.37,4.4,2.69
0.32,G,VS1,60.6,60,645,4.4,4.44,2.68
0.32,G,VS1,62.1,58,645,4.37,4.39,2.72
0.32,F,VS2,59.7,59,645,4.41,4.44,2.64
0.32,F,VS2,61.4,60,645,4.38,4.42,2.7
1.5,F,VS1,62.2,60,15851,7.3,7.27,4.53
2.08,E,SI2,62.3,59,15873,8.22,8.16,5.1
1.69,G,VVS2,62.9,58,15889,7.59,7.51,4.75
2.05,I,VS2,62.5,59,15897,8.07,8.12,5.06
2,G,SI2,62.1,59,15897,8.12,8.02,5.01
2.2,G,SI2,60.4,60,15897,8.44,8.36,5.08
2.01,H,VS2,61.1,61,15908,8.14,8.09,4.96
2.14,I,SI1,61.3,61,15913,8.32,8.28,5.09
2.14,I,SI2,60.1,58,15915,8.41,8.37,5.04
2.01,H,SI2,62.3,58,15917,8.11,8.06,5.04
2.39,H,SI1,61.8,58,15917,8.57,8.52,5.28
2.01,H,SI2,63,59,15917,7.93,7.9,4.99
2.4,J,SI1,59.7,58,15920,8.75,8.71,5.21
2.03,H,SI2,61.6,58,15930,8.09,8.17,5.01
2.5,H,SI2,62.4,59,15934,8.61,8.54,5.35
2.01,I,VS2,60.3,62,15939,8.13,8.08,4.89
2.01,I,VS2,60.3,62,15939,8.13,8.08,4.89
1.7,G,VS2,60.3,60,15941,7.72,7.64,4.63
1.7,G,VS2,59,58,15941,7.85,7.8,4.62
1.72,G,VS2,61.1,58,15946,7.73,7.69,4.71
2.06,G,SI2,59.8,61,15949,8.26,8.22,4.93
1.52,G,VVS1,60.4,59,15959,7.38,7.48,4.49
1.55,F,VS1,62,60,15966,7.4,7.31,4.56
2.21,G,SI2,60.7,62,15970,8.48,8.42,5.13
2.01,G,SI2,59.8,58,15977,8.21,8.15,4.89
1.54,G,VVS2,62.2,59,15983,7.41,7.37,4.6
2,H,SI1,60.1,61,15984,8.13,8.1,4.88
2,E,SI2,58.1,60,15984,8.32,8.25,4.81
2.02,H,VS2,61.3,60,15987,8.16,8.11,4.99
1.55,D,VS2,61.5,58,15991,7.48,7.51,4.61
2.3,H,SI2,62.7,56,15992,8.46,8.42,5.29
2.07,I,SI1,62.3,60,15992,8.16,8.12,5.07
2.02,H,SI2,59.9,55,15996,8.28,8.17,4.93
2.25,J,SI1,61.8,61,16004,8.46,8.39,5.21
2.37,H,SI2,62.3,57,16021,8.55,8.5,5.31
1.5,E,VS1,62.5,58,16023,7.21,7.28,4.53
2.23,J,VS1,61.7,58,16025,8.41,8.34,5.17
2,H,SI2,62.8,56,16031,8.04,7.98,5.03
1.53,E,VS2,61.6,58,16049,7.35,7.32,4.52
2.01,E,SI2,58.7,54,16064,8.27,8.2,4.83
1.6,G,VVS2,60.6,60,16068,7.51,7.57,4.57
2,I,VS2,58.6,62,16068,8.2,8.17,4.8
2.03,H,SI2,61.6,58,16075,8.17,8.09,5.01
1.51,G,VS2,61.3,58,16091,7.39,7.33,4.51
2.24,I,SI2,62.5,59,16097,8.36,8.28,5.2
2.06,H,SI2,60,60,16098,6.29,6.25,4.96
2.31,J,VVS1,62.1,58,16100,8.49,8.42,5.25
1.52,G,VVS1,60.4,59,16104,7.48,7.38,4.49
2.1,G,SI2,60.9,57.4,16112,8.17,8.27,5
1.62,F,VS1,61.3,57,16112,7.6,7.55,4.64
1.7,G,VS2,60.9,60,16123,7.71,7.68,4.69
1.55,D,VS2,61.5,58,16137,7.51,7.48,4.61
2.01,I,VS2,61.6,61,16149,8.08,7.97,4.94
1.5,E,VS1,62.5,58,16169,7.28,7.21,4.53
1.98,I,VS1,62.5,58,16171,7.95,7.99,4.98
2.28,J,VS1,60.3,58,16174,8.58,8.53,5.16
1.52,E,VS1,60.1,59,16187,7.49,7.45,4.49
2.2,I,SI2,62.4,55,16190,8.41,8.34,5.23
2.02,I,SI1,62.5,59,16191,8.05,8.01,5.02
3.67,I,I1,62.4,56,16193,9.86,9.81,6.13
2.58,H,SI2,62.6,57,16195,8.77,8.73,5.48
2.42,J,SI2,62.3,58,16198,8.63,8.55,5.35
2.42,J,SI2,58.5,59,16198,8.85,8.82,5.17
2.42,J,SI2,62.4,58,16198,8.58,8.53,5.34
1.6,G,VVS2,60.6,60,16215,7.57,7.51,4.57
1.75,G,VS2,62.8,59,16220,7.62,7.53,4.76
1.87,E,SI1,61.9,58,16232,7.94,7.88,4.9
1.01,D,IF,61.6,56,16234,6.46,6.43,3.97
2.05,H,VS2,60.7,61,16235,8.25,8.13,4.97
2.32,F,SI2,62.5,59,16237,8.51,8.44,5.3
2.26,I,SI2,62,58,16241,8.4,8.37,5.2
2.01,G,SI1,62.3,61,16242,7.96,7.89,5.02
1.73,E,SI1,62.6,58,16253,7.67,7.59,4.78
2,G,SI2,61.8,58,16262,8.05,7.99,4.96
2.38,J,VS2,62.6,59,16273,8.52,8.49,5.32
1.51,E,VS1,59.5,59,16277,7.54,7.48,4.47
2.51,J,SI2,59.3,58,16278,8.83,8.87,5.25
2.01,H,SI1,58.2,62,16287,8.26,8.21,4.79
2.01,H,SI2,60.5,61,16287,8.14,8.09,4.91
2.4,J,SI1,59.7,58,16304,8.75,8.71,5.21
2.03,I,VS2,60.5,62,16309,8.22,8.17,4.96
2.03,I,VS2,58.5,60,16309,8.37,8.34,4.89
2.65,G,SI2,62,61,16314,8.82,8.75,5.45
2.02,G,SI1,62.3,61,16323,8.07,7.96,4.99
2.11,G,SI2,62.2,60,16336,8.19,8.15,5.08
2.35,H,SI2,62.3,58,16340,8.51,8.44,5.28
2.1,F,SI2,62.1,59,16357,8.16,8.18,5.07
2.05,G,SI2,60.1,59,16357,8.2,8.3,4.96
2.02,I,SI1,60.9,60,16368,8.13,8.1,4.94
2.28,J,VS2,62.4,58,16369,8.45,8.35,5.24
2.14,H,VS2,61.7,58,16390,8.28,8.22,5.09
2.07,I,SI1,62.9,59,16392,8.15,8.09,5.11
2.11,H,VS2,60.8,61,16395,8.32,8.28,5.05
2.16,H,SI2,59.7,60,16400,8.38,8.3,4.98
1.5,E,VS1,60.3,60,16409,7.34,7.43,4.45
2.04,G,SI2,61.8,56,16426,8.13,8.05,5
2.51,J,SI2,59.3,58,16427,8.87,8.83,5.25
2.05,H,SI2,62.5,58,16431,8.12,8.08,5.06
2.06,G,SI2,61.8,58,16437,8.1,8.15,5.02
1.53,G,VVS1,60.6,58,16451,7.45,7.49,4.53
2.17,D,SI2,62.2,59,16472,8.28,8.34,5.17
2.1,H,SI2,60.4,59,16479,8.28,8.33,5.02
2.03,I,VS2,60.5,62,16483,8.22,8.17,4.96
2,D,SI2,60.8,60,16484,8.15,8.1,4.94
2.01,I,SI1,61.5,60,16499,8.12,8.01,4.96
2.01,H,SI2,61.6,58,16499,8.12,8.02,4.97
0.29,I,VS2,62.4,58,429,4.23,4.2,2.63
0.35,H,SI2,62,58,429,4.47,4.5,2.78
0.32,F,VS2,61.7,58,645,4.38,4.41,2.71
0.32,F,VS2,62.1,59,645,4.35,4.41,2.72
0.32,F,VS2,61.5,58,645,4.39,4.42,2.71
0.32,G,VS1,61.4,58,645,4.36,4.4,2.69
0.32,G,VS1,61,59,645,4.39,4.43,2.69
2.05,G,SI2,60.1,59,16506,8.3,8.2,4.96
1.51,E,VS1,62.7,58,16518,7.25,7.33,4.57
1.7,G,VS1,61,59,16521,7.7,7.64,4.68
2.47,J,SI2,59.4,59,16532,8.85,8.79,5.24
2,I,VS2,60.7,60,16544,8.02,8.07,4.88
1.51,F,VS1,60,60,16551,7.42,7.39,4.44
1.5,E,VS1,60.3,60,16558,7.43,7.34,4.45
2.28,J,VS2,62.9,58,16564,8.42,8.34,5.27
1.69,F,VS2,58.7,59,16583,7.87,7.78,4.59
2.06,G,SI2,61.8,58,16587,8.15,8.1,5.02
1.53,G,VVS1,60.6,58,16601,7.49,7.45,4.53
2.05,I,SI1,60.6,58,16611,8.22,8.13,4.95
2.01,I,VS2,60.5,60,16626,8.15,8.17,4.94
1.52,E,VS1,59.9,60,16628,7.39,7.47,4.45
1.52,E,VS1,60.6,58,16628,7.38,7.44,4.49
2.1,H,SI2,60.4,59,16629,8.33,8.28,5.02
2.03,E,SI1,62.9,57,16629,8.04,7.98,5.04
1.52,E,VS1,62.4,55,16636,7.41,7.33,4.6
2.38,H,SI1,58.2,60,16643,8.81,8.78,5.12
2.24,H,SI2,61.4,57,16656,8.43,8.35,5.15
2.21,F,SI2,59.6,60,16657,8.53,8.49,5.07
1.51,E,VS1,62.7,58,16669,7.33,7.25,4.57
2.39,H,SI1,60.6,58,16687,8.65,8.58,5.22
2,I,VS2,60.7,60,16694,8.07,8.02,4.88
2.01,I,VS2,61.7,60,16700,8.09,8.02,4.97
2.02,I,VS2,59.6,60,16709,8.2,8.25,4.9
2.48,I,SI1,61,60,16715,8.68,8.61,5.27
2.14,H,SI2,62,60,16723,8.27,8.19,5.1
2.01,H,SI1,60.6,62,16733,8.08,8.05,4.89
2.01,H,SI1,60.9,59,16733,8.15,8.04,4.93
2.01,H,SI1,61.5,53,16733,8.13,8.03,4.97
2.01,G,SI2,59,60,16733,8.31,8.26,4.89
1.54,D,VS2,59.3,59,16736,7.54,7.61,4.49
2.03,H,SI1,61.7,59,16747,8.1,8.17,5.02
2.04,I,VS2,61,61,16768,8.14,8.08,4.95
2.01,D,SI2,62.7,58,16776,8.06,7.99,5.03
2.13,G,SI2,60.7,60,16778,8.27,8.37,5.05
2.01,I,VS2,62.8,58,16778,8.01,7.94,5.01
2.01,I,VS2,62.7,58,16778,7.98,7.94,4.99
2.01,I,VS2,59.2,62,16778,8.17,8.14,4.83
2.01,I,VS2,62.6,59,16778,8.04,8.01,5.02
2.01,I,VS2,61,61,16778,8.15,7.99,4.92
2.01,I,VS2,60.5,60,16778,8.17,8.15,4.94
1.52,E,VS1,60.6,58,16779,7.44,7.38,4.49
1.52,E,VS1,59.9,60,16779,7.47,7.39,4.45
1.71,F,VS2,60.8,58,16779,7.79,7.7,4.71
2.1,E,SI2,62.9,59,16783,8.18,8.13,5.13
1.5,F,VS1,60.2,59,16783,7.41,7.37,4.45
1.75,G,VS2,61.5,59,16783,7.76,7.66,4.74
2.03,I,SI1,61.2,58,16787,8.21,8.16,5.01
1.5,D,VS1,62.8,58,16793,7.29,7.26,4.57
2.4,F,SI2,62.6,59,16797,8.53,8.49,5.33
2.21,F,SI1,62.1,59,16804,8.33,8.26,5.15
2.23,G,SI2,61.4,58,16805,8.41,8.32,5.14
1.71,G,VS1,62.7,58,16813,7.66,7.62,4.79
2.48,I,VS2,60.1,58,16820,8.83,8.76,5.29
2.08,G,VS2,61.3,58,16854,8.21,8.17,5.02
2.06,F,SI2,61.7,59,16857,8.21,8.13,5.04
2.02,I,VS2,59.6,60,16861,8.25,8.2,4.9
2.04,D,SI2,61.8,60,16872,8.09,8.13,5.01
1.76,G,VS2,61.5,58,16879,7.78,7.74,4.77
2.01,F,SI2,60.3,60,16881,8.11,8.08,4.88
2.01,F,SI2,61.3,61,16881,8.11,8.01,4.94
1.54,D,VS2,59.3,59,16889,7.61,7.54,4.49
2.05,I,VS2,60.8,58,16896,8.26,8.19,5
2.03,H,SI1,61.7,59,16900,8.17,8.1,5.02
1.54,D,VS2,62.7,59,16921,7.33,7.29,4.58
2.02,G,SI2,61.3,56,16929,8.22,8.16,5.02
2.13,G,SI2,60.7,60,16931,8.37,8.27,5.05
2.53,J,SI2,62.6,57,16934,8.77,8.67,5.46
1.93,H,VS1,60.5,60,16941,7.98,8.06,4.85
2.04,I,SI1,62.2,57,16942,8.14,8.07,5.04
2.02,G,SI2,60.1,59,16944,8.21,8.29,4.96
2.28,H,SI2,61.9,61,16954,8.42,8.32,5.18
2.01,H,SI1,58.5,58,16956,8.3,8.25,4.84
2.07,E,SI1,61.2,58,16957,8.24,8.19,5.03
1.73,G,VS2,61.6,58,16960,7.74,7.71,4.76
1.73,G,VS2,62.9,58,16960,7.65,7.58,4.79
3,I,SI2,60.7,59,16970,9.3,9.14,5.6
1.73,F,VS2,61.2,58,16975,7.76,7.69,4.73
2.02,H,SI1,62.1,61,16985,8.06,7.99,4.98
2.12,H,SI2,59.1,59,16992,8.47,8.43,4.99
2.27,J,VS1,62.4,58,16994,8.36,8.41,5.23
2.2,H,SI2,61.1,59,16996,8.41,8.35,5.12
2.31,I,SI2,58.8,58,17000,8.7,8.64,5.1
